review,rating
"Best Value For Money Device
I personally like it
It is best for online lecture and classes.
It already bought it for my brother for online classes.
If you are looking a best wired headphone for online classes with Value For Money than It is best for you.
No one can beat it in their price.",5.0 out of 5 stars
Sound quality 👌. I suggest you to buy it this is the cheapest headphone with best quality.,4.0 out of 5 stars
It's a great product,4.0 out of 5 stars
"Average sound quality
Loud sound
Nice bass .... But not so deep
Overall quality is best according to the price of the product",4.0 out of 5 stars
"For the price the sound quality, noise cancellation and bass quality is good. Its not the best and I believe that it can be made better but still its value for money. I like the product. Its durable and has quality. I bought the product for my sister and she has been using the product for almost 3 months now and she is happy.",5.0 out of 5 stars
Overall the wired headset is good for office meetings.soft ear pads.,4.0 out of 5 stars
Overall the wired headset is good for office meetings.soft ear pads.,4.0 out of 5 stars
Buy it . A good product 👌,4.0 out of 5 stars
"The headphones are good for every day use . You can use it for listening songs watching movies/video
But if you want it for studio, recording or editing video etc u should buy professional studio recording headphones",4.0 out of 5 stars
ஒரூத் ஒப் cost டு பை,4.0 out of 5 stars
sound n build quality is good,5.0 out of 5 stars
Good. but you have to hold the mike very near to mouth while speaking,4.0 out of 5 stars
Sound quality is decent at this price point.,4.0 out of 5 stars
Wire too much long... Maybe I can get some short wire replacement?,4.0 out of 5 stars
It's really amazing and worth the price,4.0 out of 5 stars
"It's sound quality is awesome and there is no noise cancellation in it. The bass quality is excellent. When wear it for long time ,my ears have pain.otherwise it is worth for the money.",4.0 out of 5 stars
I liked the sound quality and the noise cancellation very much but there is just one problem that my ears hurt after Wear in for even 10 minutes. It is not that it is tight but I don't know why but my ears hurts. And other specifications are very good.,4.0 out of 5 stars
"Sound quality is very good, but mic is not working in a month use. Need a refund/replacement",3.0 out of 5 stars
Very useful.. I'm Bass lover.. Aim for high bass.. But this product gives that bass what I expected.. It is so cool. . The quality is so good..one thing don't pull the wire. If u pull the wire.. U loss your hearing. Bcuz the copper wire is cut quickly.. So use it carefully.. Some reviews tells it..if u use more 1 week u have ear pain.. It is a lie answer. . When u inject in phone and increase the volume .. U see the limit of hearing if u cross the limit u ear must damage. . I didn't cross the limit and use the headphones up to 16 hrs but there is no pain . Only one thing u feel. . Your ear pressed towards face. . If u use Contiuesly u can't feel about that..,5.0 out of 5 stars
"Head phone jack quality excellent
Bass super duper excellent
Wire quality excellent
Padding excellent
Noise cancellation excellent
Only con is can't wear for long duration such as 4 to 5 hrs.",5.0 out of 5 stars
I bought this for my son to attend the class and it definitely served the purpose. It is weightless and good for hearing songs as well. Mic is good and able to take up calls. Not having great noise cancellation but in a closed environment it is doing the purpose.,4.0 out of 5 stars
Good sound quality,4.0 out of 5 stars
"Good for kids, and is good as per the price.",4.0 out of 5 stars
Nice headphone under this price range,4.0 out of 5 stars
Not working mic,2.0 out of 5 stars
"I like everything about it , what to hate ? Nothing",5.0 out of 5 stars
All good but I get pain when I used more than a hour,4.0 out of 5 stars
Good,5.0 out of 5 stars
"good:
build quality
sound clarity
price

bad:
fit is tight
not much noise cancellation
average bass",4.0 out of 5 stars
"listening at 70% volume almost for 1/2 hr it makes your ears red.average bass,voculs are really poor and instrumental musics at background u cant hear.
IT is like all mixture .
2.5 out of 5",3.0 out of 5 stars
At this price this is awsome go for it,4.0 out of 5 stars
"Best sound quality.
If you are fond of listening songs and wanted a budget headphones then this is really great.
I'm using it since a year and I haven't found any issues with it.",5.0 out of 5 stars
Budget Headset you can relay on this head set,4.0 out of 5 stars
I don't like,1.0 out of 5 stars
It is a good product for that price. It comes at good price at the best deal for the product.,4.0 out of 5 stars
Been using for about a month now. The bass is the best than the rest of the headphones i used till now. And also the wire it's pretty long can sit far from the laptop attached with the wire while watching movie. Quality is a bit poor but manageable.,5.0 out of 5 stars
"Good Sound Quality,Good Bass Depth, Good Noise Cancellation",4.0 out of 5 stars
Superb and addictive once you start listening you don't feel to remove the headphones.,4.0 out of 5 stars
Recommended for a wired head phone with over the ear siutations,4.0 out of 5 stars
Just go for it whoever thinking in a low price is this headphone is enough I am telling you this is the best headphone from all of the side just go for it,5.0 out of 5 stars
"Decent product but only thing it doesn't have in this price range is attached volume controller, otherwise good product",4.0 out of 5 stars
it is to good product .I like it...,5.0 out of 5 stars
Do not buy it has is very small could not cover the ear and ears get pained after a use for 2 hrs only,3.0 out of 5 stars
I like sound quality and the bass is also good could be better.,4.0 out of 5 stars
"These have been a welcome addition to our repertoire of gadgets that we have for online working/ learning circus. For the price that we paid, this comes as a steal! go for it.
Just to note the dynamic pricing algorithms that Amazon has... Just keep tab of the prices for a week and buy when you decipher that the product is at the lowest price.",5.0 out of 5 stars
Product not working on my handset and they denied to replace,1.0 out of 5 stars
"1. It is comfortable to wear.
2. No ear pain.
3. It was delivered on time and also received in perfect condition.
Thanks Amazon 😊👍",5.0 out of 5 stars
 I didn't like the product. Seems delivered to me an used product. Please replace .,1.0 out of 5 stars
Good quality,3.0 out of 5 stars
" Good sound quality
Lighter weight
Wired at the end is good for inserting
Reasonable price

Best for daily use to children's who attending one to one classes.",5.0 out of 5 stars
"It does the job as a basic head phones. Using it for almost 6 to 7 months now. No complaints, solid, Value for the money best in the entry level segment.",5.0 out of 5 stars
Good sound quality ☺️,4.0 out of 5 stars
Amazing product.. And proud feeling to have something which is made in India.,5.0 out of 5 stars
"Great product
When they say compact there are telling the truth. But if you have a splitted headphone and microphone jack you have to buy Y- splitter.
But it is still a nice product
Sound quality 5 stars
Bass 5 stars
Delivery 5 stars
Packaging 5 stars
Love it
#iamaboAthead",5.0 out of 5 stars
"(When I purchased.)

Just go for this. You won't regret buying such a beautiful product at this price range. Don't listen to any negative comments here they vary from people to people according to their personal experience but overall it's a good deal. Grab it!!

(Months later)

After using this headphone for months, now I have finally started to see its true color. At the very first sight when you purchase this , you get everything work smoothly like butter but a few months later the wire gets damaged torn, streched and its elements from inside pop out without a reason. In such headphones the quality of wire is extremely poor that you do not want to talk about. I need to cover them with tapes like iam a doctor covering wounds with stitches.
so I can not experience air disturbing the sound.

Fooled by you BoAt!!!!!

Good luck.",3.0 out of 5 stars
Nice,5.0 out of 5 stars
Awesome sound,4.0 out of 5 stars
Ears pain on using this for more than half an hour. Apart from this it is pretty good,3.0 out of 5 stars
Very super headphones,5.0 out of 5 stars
Sound quality is very good. On ear with good noise cancellation.,4.0 out of 5 stars
"Everything is good, but the headphone 🎧 is not sweat resistance or sweat proof. Else all is well.",4.0 out of 5 stars
Sound is clear. Cancels noise to an extent. Worth the buy.,4.0 out of 5 stars
Sound is clear. Cancels noise to an extent. Worth the buy.,4.0 out of 5 stars
Value for money,4.0 out of 5 stars
Best headphone in the world.,5.0 out of 5 stars
" Yes This product is used very nice sound
And good best............",4.0 out of 5 stars
"I am writing after 8 days of purchase.
I thought that I will write after 10 days... expiration of 10 days return policy.. But I didn't stopped myself for writing about.
Really it sounds nice ....haha..
Audio is very good. Specially it's for bass lovers.
I purchased boAt Headphone for the second time after satisfaction of boAt product (boAt 225 earphone )for 1 year.
The wire is about 2 meter and quality of wire is good. Good thing is that ,wire is only one side of the headphone speaker.",4.0 out of 5 stars
Without any doubt go FOR IT a superb product from boAt,5.0 out of 5 stars
Fully recommend if you want to buy this segment because i purchase boat bass head and i am happy with it. Best sound quality best bass everything is decent 🆗👍,5.0 out of 5 stars
"Perfectly balanced sound quality, crystal beats and bass. Mic need to place near mouth. Budget headset with awesome sound",4.0 out of 5 stars
"Definitely go for this one . I can assure u that u loved this headphone. Good quality, Sound quality is quite amazing, Have noise cancellation as well and superb bass too. I'm impressed . In this amount if u r getting a boat product then what else u want . Grab the deal . Tryna purchase it when sale is on so that u can save more . Cushion comfort on ears , very light weighted. I have order the same product again.",5.0 out of 5 stars
"if u wear it for long time, ear is paining, the sound quality is extremely good 👌& clear,

after some 8 months head phone band got repaired, but boat warranty policy is good, they replaced it, with no extra cost",5.0 out of 5 stars
Good,4.0 out of 5 stars
"I have been using the headphones since two days and I must say I am quite impressed. By looking at the photos of the product, I thought these are huge headphones. I was equally surprised to see the small box it came in when opened the Amazon packaging. After I took it out of the box, it felt really light in weight. The build quality of the headphones is good. You don’t feel in anyway that you are holding a cheap product. The fit is really snug. Good amount of cushioning for your years. There is a little bit of cushioning for the headband too which suffices the need. About the sound quality: Listening to music felt good. Nice bass, treble is good, you can hear every sound and tune clearly. However, I felt it needed a bit more sharpness. But hey, what all can you expect from a product at this price. I used it for calls. Voice quality is good. There is a fair amount of booze cancellation on the headphones. Microphone is powerful too. Overall and excellent product for its price. If you are looking for a over the ear headphones and for a good price.... this is your choice.",5.0 out of 5 stars
"Best product for the price. No noise cancellation. Bass is good , sound is clear, but not suitable for long hours, not suitable for rough use, cable quality is good. Definitely recommend to buy",4.0 out of 5 stars
Bass quality is good but sound is not as per expectations need more sound cancelation quality & better sound.,4.0 out of 5 stars
The sound quality was good. But your ear will pain a lot while using withing few minutes.,4.0 out of 5 stars
"It is a product beyond expectation. Mind blowing stunning product. Sound quality was awesome. Similar product as shown in image . It can easily adapt to our ear. It can be easily folded and is portable. It really worth money .Wonderful product in this range of price. Has an inbuilt in line microphone which allows hands-free call accepting
About the sound quality it is awesome. It is capable of giving the experience of my LG mini hifi system. With greater bass it is awesome.
It is really comfortable to put on ears due to soft cushion like thing provided at the earpiece. It also has a trendy look and is stylish. Sound leak was also less. I am using it from the day I got it and is using till now without any loss in sound quality. Superb product. Got no words to explain it.
Anyway I am satisfied with this product. Once again Amazon proved its quality. If you found this as helpful then please vote helpful below this review",5.0 out of 5 stars
Cheap and best head phones.,4.0 out of 5 stars
👌👍,4.0 out of 5 stars
"Sound Quality Is Very good , super Bass , Bit lacks in noise Cancellation but still overall a Great Beast budget headphone, just go for it",4.0 out of 5 stars
"Sound quality is good and bass is also good at this price point , Seriously you cant expect anything more with this price range i got it for 599 and i am very happy with the product . Mic also working fine not an issue . Mostly i use these headphones with my office PC and i am totally satisfied with them. If you want a wired headphone with mic within 600-1000 rs then blindl go for this.",4.0 out of 5 stars
"Very comfortable on Ear like a Feather..
And Bass is Superb , built quality also good.
But I didn't got Additional ear birds which was CLEARLY mentioned on product Description and feature page..
However boat product is Excellent !!
I got in offer period Rs.599 only.
Thanks Amazon ..",5.0 out of 5 stars
"Sound Quality is excellent, noise cancellation is ok but it serves my purpose.",4.0 out of 5 stars
"Economy product, worthy,
Cons - Uncomfortable, earpain",3.0 out of 5 stars
Noise,4.0 out of 5 stars
Noise,4.0 out of 5 stars
Nice sound quality and better noise cancellation,5.0 out of 5 stars
"The amount of bass is too much it affects the sound quality, it's ok at first for 2-3 min but after extra bass starts to irritate too much it affects on listening, the quality of sound is too cheap and low it produces lot of noise which starts to inner ear pain, after using for 30min my ear started to hurt and pain due to the noise , also microphone is too cheap it doesn't capture audio if you're talking soft, to record the audio u gotta shout the hell out of it, for this prise range I'll give 2.5/5
Plus subscribe to my channel iceman1000",3.0 out of 5 stars
Nice product sound quality is good I'm satisfied 🙂,4.0 out of 5 stars
Little clear it would be excellent then,4.0 out of 5 stars
"Ear piece sounding normally but mic is very pathetic. If we move the wire, the mic will make disturbed sound. If we make a call, the other person will hear so much noice. Please don't try to sing with this poverty mic.
Already replaced with another , that too same performance.
Please don't use this sub standard headset.",1.0 out of 5 stars
Good product. Nice for people working from home. Good to attend meetings. Average for listening any song or gaming.,4.0 out of 5 stars
Good head set but for talking it is not recommended it is good for listening for music and for gaming its awesome it bass and sound quality is high and good. But one thing there is no noise cancellation.,5.0 out of 5 stars
Good sound quality 😊. Good Base.Noise cancellation is passive but that is not bad for this price. When volume is increased 20% to upwards noise cancellation is more effective.I will recommend to buy. Only issue I found was thread was torned 2times when I replaced it also.,4.0 out of 5 stars
Good quality,5.0 out of 5 stars
Overall good product,4.0 out of 5 stars
Best product have ever for laptop PC or mobile phone even,4.0 out of 5 stars
Good bass,4.0 out of 5 stars
Sound quality is good at an affordable price,4.0 out of 5 stars
Sound quality is good at an affordable price,4.0 out of 5 stars
Sound quality and bass quality are good,5.0 out of 5 stars
Very delicate and Lightweight... should use very cautiously... worth the price... have been using for 3 months... Reinforced audio jack pin is a good feature,4.0 out of 5 stars
Nice product. Good delivery. Only con is unable to wear more than 1 hour.,4.0 out of 5 stars
I like its sound quality and I use it for attending online classes 4-6 hours,4.0 out of 5 stars
It's fine,4.0 out of 5 stars
Good product,5.0 out of 5 stars
The headphone is good in quality. I felt price is high but satisfied in performance.,4.0 out of 5 stars
Useless,1.0 out of 5 stars
Sound not working properly,3.0 out of 5 stars
"Material, fittings,Sound quality fantastic 👍",4.0 out of 5 stars
Awosome Product go for it without any hesitation.,4.0 out of 5 stars
I don't like that because it gets hot,3.0 out of 5 stars
I have used boAt Bassheads 162 earbuds for a year and will say that the sound quality of this one is nowhere near to it. Sounds muffled and the bass is not that strong. Build quality is good and should last longer if used carefully which is the case with any other headphones.,3.0 out of 5 stars
Good,5.0 out of 5 stars
"I have been using this for almost two years now. The only downside is the fake leather on earmuffs will wear out, but its usable.",5.0 out of 5 stars
It is virtually like a mini music system on your ears. Great product. Mind-blowing. Thanks Amazon for lightning fast delivery.,5.0 out of 5 stars
superb sound quality .... 👌,4.0 out of 5 stars
"It deserves 5 star. The 4 star is only because the MIC is not up to the mark, it catches noise too much.",4.0 out of 5 stars
Very good,4.0 out of 5 stars
"The boat bassheads are pretty good. The sound quality and the ear cushions are very nice. It does not have a volume button, only one button to control the songs.",4.0 out of 5 stars
Average Product,3.0 out of 5 stars
Overall performance is good but for pubg sound is too high nd harsh. Gunfire feels like vibrating which is very uncomfortable.,4.0 out of 5 stars
Product is good.. Sound is very clear and timely delivered.. I am very happy with it..,4.0 out of 5 stars
Good option at this budget,4.0 out of 5 stars
Best for those who loves bass more than clarity.,4.0 out of 5 stars
Wow,4.0 out of 5 stars
Loved it,5.0 out of 5 stars
The product works and looks good for the money spent.,4.0 out of 5 stars
"I git this for 599 ₹ only, and this was awsome. I user this head phone for 2.5 years unfortunately wire got damaged. Once I claim it's warranty and boat's door step pickup is awesome. I really impressed with this service and now I use smart watch too of boat , Why I can't give boat more than 5 star??? I only buy headphones of boat. Because of doorstep pickup for warranty.",5.0 out of 5 stars
Ear is heating just after 5 minutes of use when we cover hole ear with the equipment. I feel not good.,2.0 out of 5 stars
Decent quality,4.0 out of 5 stars
"It was awesome but sometimes the mic doesn't work properly and the plug in also otherwise its damn good,,,I love the brand boAt",4.0 out of 5 stars
"I purchased it for gaming and i found that footsteps sound of enemies are very low

Though built quality is good
Good for low budget",3.0 out of 5 stars
nice headphone,4.0 out of 5 stars
"good ,but sound hearing out side",4.0 out of 5 stars
"At rs. 749 boat headphones are giving good quality.
Mic & a button in given which is rare in other brands at this price. pretty comfortable i will recommend this for alternative of earphones. i have purchased boat headphones for music practice & daily use. 😊 happy to use it",5.0 out of 5 stars
Sound quality and base are good.Built quality didn't meet my expectations.,4.0 out of 5 stars
Very nice & valuable money,4.0 out of 5 stars
Super,5.0 out of 5 stars
"The sound quality and bass is satisfactory, but this is uncomfortable for long use due to it's smaller sized earmuffs",4.0 out of 5 stars
"Bit tight to the head. Cable length is good.
Jack is of average quality.",4.0 out of 5 stars
Sound is good but not gaming,4.0 out of 5 stars
Bass OK ok,4.0 out of 5 stars
I really loved it,5.0 out of 5 stars
nice built quality,4.0 out of 5 stars
"Good product , worth for many, simple and good design",4.0 out of 5 stars
Very super headphones,5.0 out of 5 stars
"Noise cancelation very poor. Not even Noise Isolation. Catches even a small Noise of far distance, making call or recording very disturbing.",2.0 out of 5 stars
The ear cups are really small got it for my sis and now will return it not that good only for people who have small ears,3.0 out of 5 stars
I bought these headphones around 5 to 6 months earlier and regularly using these to take client calls and to lisetening music without any problem. I recommend 100% to buy these headphones.,5.0 out of 5 stars
Very Good,5.0 out of 5 stars
Super,4.0 out of 5 stars
"Overall, It a good device.
Seller also sent the items in a timely manner.",5.0 out of 5 stars
"Voice is not working, MIC is showing in description but its not working",2.0 out of 5 stars
Good,4.0 out of 5 stars
Atcha hai par button bohut jalde kharab ho gya,4.0 out of 5 stars
"This is the best ever wired over the head headphones , that you will ever find !!
Value For Money !! Too Good !! Gazab !!",5.0 out of 5 stars
Good for daily calls and music usage. Bit bulky and should be careful while travelling.,4.0 out of 5 stars
"It has superb bass as compared to its price. Very nice. Sound quality is also massive. Must buy this headphone. The only problem with the headphone is that it's ear cushion is not that comfortable. But when comparing its cost, that is not a problem.",5.0 out of 5 stars
Overall it good option at this price range,4.0 out of 5 stars
I bought this for 638 rupees for this price range nice,4.0 out of 5 stars
Not good product mic problems and speakers also I want to replace it but time periods was gone after purchase,1.0 out of 5 stars
"I purchased it 1 year ago andas you all know now in lockdown I was bored so I'm writing this review to help the buyers...
Prons
Good sound quality
Stylish

Cons
Mic got damaged
Person sitting beside you can listen the sound from headphones

Sound quality Good
Noise cancellation Not so good
Bass quality Perfect",4.0 out of 5 stars
"Sound quality is good noise cancellation is also good, but the only problem, it's heating up with duration of use (that's not too long). That's surely irritating for ears!.",3.0 out of 5 stars
Excellent one and hearing clarity,5.0 out of 5 stars
Very helpful can easily hear the words crystal clear. Long enough wire to move here and there . One of the best wired headphone . If you thinking to buy a great and long lasting wired headphone I think you should definitely go for this as it is the best product and I am still having the same amazing experience which I had on the first time.,5.0 out of 5 stars
Price rate ke hisab se best quality,4.0 out of 5 stars
"As the sound quality is awesome, noise cancellation also works good and bass is super. So the headphone is the complete package for good sound. But if you wore it for more than 2 hrs then slightly pain on the ears because this headphone is on the ear not over the ear. Thanks",4.0 out of 5 stars
it was the best headphones I ever used it,5.0 out of 5 stars
Sound quality and noise cancellation is good,4.0 out of 5 stars
"A must buy affordable headset
Yes,little bit tight for ears but gradually it will be ok after 2-3 months
Sound quality is very good
But don't expect noise cancellation for high volume
Overall a good and affordable nice headset with lower price (in offers upto Rs 599)so just wait for the offers too",5.0 out of 5 stars
Speaker sound not balancing.,3.0 out of 5 stars
Sushma,4.0 out of 5 stars
Headphone built is awesome but the sound quality is not that much good,4.0 out of 5 stars
"Good Product in this price range.
Good Sound Quality
Long wired cable with ss covered and spring support
Bass quality is too good go for it",5.0 out of 5 stars
"Best quality provides in this budget. Powerful bass. So, nice product and so cheaper. Boat is nice company.",4.0 out of 5 stars
Best quality,5.0 out of 5 stars
"I will give marks out of 10

Bass : 8/10
Noice cancellation 6.5/10
Sound Quality : 9/10
Comfortability : 7/10 (Ears starts paining after 2.5 to 3 hours of continuous usage)
Product quality: 6/10 (quite flexible)
Microphone : 8/10
1 problem that i faced after 4 months of usage that the spring got bend god knows how??! I have added an image u can see it.

Now should u buy it or not ?
Yes u can buy it its good at a price range of 800 - 1000
Total Paisa Wasool!",5.0 out of 5 stars
It's good overall,4.0 out of 5 stars
"Overall product is good enough,good sound quality but it could be better if it would have been over the ear headphone as one cannot use it for long time.",4.0 out of 5 stars
"Great product, must buy specialy hobby singer , good noise reduction",4.0 out of 5 stars
I liked the product in budget and the product is oppppp,5.0 out of 5 stars
"On this price sure this is the best thing.699/-
Very Nice ,cool looks",4.0 out of 5 stars
Good quality,5.0 out of 5 stars
"It was really so tight for ear i Only used headphones for like 2 hours and then take it off and the pain man i only now the pain
And it's not really comfortable
But the sound quality is good and the bass man really good but the ear pain will kill u",3.0 out of 5 stars
Good,5.0 out of 5 stars
Made in India product. It's really good one.,5.0 out of 5 stars
"The sound quality is Awesome but it has only 1 jack, so i can't connect to my pc, as pc requires 2 jack 1 for headphones and 1 for mic. I had to also buy a splitter for it to connect to my pc.",3.0 out of 5 stars
"Very good bass and other quality
But it's metal is not good",5.0 out of 5 stars
Not suitable for speaking purpose.,3.0 out of 5 stars
For studying,4.0 out of 5 stars
Good,4.0 out of 5 stars
Like,4.0 out of 5 stars
Good product for the price. Bass is really good. Overall performance is also good.,4.0 out of 5 stars
Good sound but iam not sure about duriblity it can break,4.0 out of 5 stars
Good one from boAt as always ☺️🤠,4.0 out of 5 stars
Value for money,5.0 out of 5 stars
Its was not working sound quality not good,1.0 out of 5 stars
best offer price -599₹,4.0 out of 5 stars
VERY VERY GOOD,4.0 out of 5 stars
"Almost 3 years ago bought this, and still using as it is jus little bit of cushioning leather getting torn, else all good.
May be it's because of sweating else best at this price.
Easy to carry, foldable, light weight, it's wire tangle free at the jack point that spring works for best.
Go for it.",5.0 out of 5 stars
Extra loud and its not comfortable for long calls. Definitely it is a good looking and compact headset.,3.0 out of 5 stars
Mic is not that perfect,3.0 out of 5 stars
Value for money,4.0 out of 5 stars
"I bought this headphone only for music and battle royale games and I can say this is the best headphone one can get at this price point. Bass is good for me as I don't like headphones with high bass. Sound quality is good and clear. And for gamers, you can go with this headphone if you want a good positional audio. It won't give you the 7.1 surround sound feeling like Logitech G Pro, HyperX Cloud but you can surely locate the enemy with their footsteps.",5.0 out of 5 stars
Overall Good but little mic problem,4.0 out of 5 stars
Overall Good but little mic problem,4.0 out of 5 stars
Its awesome,4.0 out of 5 stars
"Nice product from boat, good in quality and affordable",5.0 out of 5 stars
"Thik h yrr itne peso m,, sahi h, bass badhiya h,, sound clarity bhi h, awaz boht xyada ni h lekin perfect h.... Mic bhi thik kam kar rha h badhiya, thoda sa Jack ka issue laga mobile m,,, laptop m to easily connect ho rha h.... M to bolunga Kharid lo 600 mai mile to....
Aaj kharida h 600 m aaj ka hi review h...",5.0 out of 5 stars
"These headphones have good sound quality. But the biggest problem is the comfort level. I and my family members (a total of 4 ) cannot wear this headphones for over 15-20 minutes, after that one starts to get external ear pain, there is definitely something wrong with the design of this headphone. The sound is good, one need not go over level 10/100 in a laptop.
Ear pain after 15 minutes is the biggest problem with this headset. Overall not a very good buy at Rs.800 as I cannot return it, somehow have to live with it or give it to some kids.",3.0 out of 5 stars
Good . I like its sound,4.0 out of 5 stars
Good,4.0 out of 5 stars
"Good quality product . After 6 months of rough use ( gym, jogging ) falling from height it still works like showroom conditions. Sound quality good. I use this while playing pubg . Sound is so clear. Clear enemy foot steps . Value for money",5.0 out of 5 stars
Sound clarity is ultimate ultra-pure ... fantastic product in this price range,3.0 out of 5 stars
It's a Very satisfied product ... Assome bass and Sound quality,4.0 out of 5 stars
"As the delivery executive handed me the package , i was like ...what??
This is not what i've ordered!!!
Bcz the box inside the packing seems so smaal that i thought i have got a wrong product .
And i was curious as well as worried to see what i have got inside the packing but as i opened the amazons plastic packing ....boom!!
I was glad to see that i've got the right product which i have ordered ,The Boat Bassheads 900 ""the bass beast of this range"".
This product is just amazing and the sound is clear on full volume and the bass is lit💥💥infact when i play music on full volume the earcups are a bit shaking n i can feel it in my ears n yesss ...the box was small because the headphones are foldable and becomes much compact to be carried around while travelling, n the build quality is also great!
Thank you Amazon and Thank you Boat.❤️",5.0 out of 5 stars
Good product,5.0 out of 5 stars
Product is good and handy use. Sound quality is also seem good to me.,4.0 out of 5 stars
"I got this headphone for pubg
Audio is good but mic is not good for pubg
Teammates will struggle to understand what u speak",3.0 out of 5 stars
Good,5.0 out of 5 stars
Again another great boat product for its price. Bass could be better (if you are looking more for that). But over great music output. Build quality could be more better I guess looks a bit fragile (like it might crack if dropped from a height or something) But I have had no complaints from boat so far😄😄😄.,4.0 out of 5 stars
Useful for work from home,4.0 out of 5 stars
Useful for work from home,4.0 out of 5 stars
Good one.,5.0 out of 5 stars
"GOOD LOW BUDGET MODEL
NOT VERY IMPRESSED WITH SOUND BUT ITS NOT BAD EITHER..
CAN BUY...Nice one",3.0 out of 5 stars
"👍Like - In this price range i like her built quality and sound quality.
👎Dislike - Nothing
[ If you buy it, I'm pretty sure this headphone won't disappoint you ]",4.0 out of 5 stars
"👍Like - In this price range i like her built quality and sound quality.
👎Dislike - Nothing
[ If you buy it, I'm pretty sure this headphone won't disappoint you ]",5.0 out of 5 stars
Nice one,4.0 out of 5 stars
Good quality,4.0 out of 5 stars
GOOD PRODUCT,4.0 out of 5 stars
Very vood headphone... Superb.,4.0 out of 5 stars
Very vood headphone... Superb.,4.0 out of 5 stars
Nice product,4.0 out of 5 stars
Excellent bass,4.0 out of 5 stars
Only one side sound,3.0 out of 5 stars
Best in every aspect except it becomes little uncomfortable if you wear it for long period of time,5.0 out of 5 stars
Very good,4.0 out of 5 stars
It's worth buying,4.0 out of 5 stars
"Product is excellent, Bass excellent, Overall Quality excellent..But the cloth inside the left ear pouch was almost not sticke. It was bit bulged ,I mean the black covered cloth was not installed properly.Hope its manufacturing Error.But I didn""t return the product.Anyway using it. Bcoz sound wise ok.
But was disappointed on that manufacturing defect.",5.0 out of 5 stars
It Stopped working after sometime. I have purchased 3 headphones and all three stopped working. This works fine only for few months. Warranty is of no use. It is just a marketing gimmick. Amazaon does not care about it.,3.0 out of 5 stars
👍,4.0 out of 5 stars
Worth of money. Nice product,4.0 out of 5 stars
Sound quality and built quality is good but it would be better if the ear cups were little bigger.,3.0 out of 5 stars
I still have a one year warranty on this product but the product has gone bad. I want to repair or replace it. Please tell me how to do it.Thanks Tapas Barua,5.0 out of 5 stars
I still have a one year warranty on this product but the product has gone bad. I want to repair or replace it. Please tell me how to do it.Thanks Tapas Barua,4.0 out of 5 stars
"Good, but I can't use in one plus phone.
Good for other systems. We are use in computer . Good sound.",4.0 out of 5 stars
Boat provides us with the best products at a reasonable rate. I bought them just for my evening walks but now i think I'm gonna switch to them. Only flaw is that the cushions are not much comfortable. I was confused between these and Skullcandy anti headphones. But i ended up buying them because of the microphone. I don't think this isn't worth it.,4.0 out of 5 stars
Value for money. one of the best sound quality you can get in this price segment.,4.0 out of 5 stars
One bad thing in this headfone is that its voice of music can hear out side of headfone after increasing volume level.. other quality are better in this price level..,4.0 out of 5 stars
This model mic on wire and this till touch on body while speaking. This produce noise to other side. Otherwise this is a good for music and other lanterning,3.0 out of 5 stars
"- Ear pads are not comfortable
- Can't use it for more than 20 minutes
- Bass isn't to the mark
- Sound clarity is average",3.0 out of 5 stars
I like that product very mush thanks boat and amazon. It fiting to my ear and it has super bass❤❤❤,4.0 out of 5 stars
I like that product very mush thanks boat and amazon. It fiting to my ear and it has super bass❤❤❤,3.0 out of 5 stars
Good ✌️,4.0 out of 5 stars
"Sound quality is good at this price range ,good extra bass, good noise cancellation, overall technically good
But handling with care is important, the foldable part is weak and 70 % chance for it will break in rough use , So handle with care",4.0 out of 5 stars
Gifted to my hubby on our marriage anniversary. He liked it so much.,5.0 out of 5 stars
Good,5.0 out of 5 stars
Good,4.0 out of 5 stars
"It's overall performance is very good and I'm fully satisfied with this product ,it have good sound and other qualities which should be a head set have..",4.0 out of 5 stars
"Till date no problems has been faced. Got it 2weeks back. But, my previous boat experience was not so good. After 6months only my earpod was making problems and finally it shutted down. So, lets hope that will not repeat with this item.",5.0 out of 5 stars
Very good 👍,5.0 out of 5 stars
"Good Sound quality and Bass in this price range
Thanks Amazon and Boat",4.0 out of 5 stars
Bought this headphone in October 2020. Microphone has stopped working now within a year. There is 1 year warranty on this product. Can someone help me with the details of BOAT customer care where I need to complian.,3.0 out of 5 stars
Less weight but good sound quality,4.0 out of 5 stars
Online classes,4.0 out of 5 stars
Online classes,4.0 out of 5 stars
"bought this same headphone 2 years back ,used it daily roughly and again bought this",5.0 out of 5 stars
"On all 3 parameters, it could have been better. One small design change can make it even user friendly- a volume control button.",4.0 out of 5 stars
 At first it was good but after using it for 6 months it became worst the covering cloth destroyed and my ear started paining. Don't buy if you want to use your headphones for long time 😕😕,3.0 out of 5 stars
"Person will not be comfortably wear headset more than 30 mins. It will create pain in Ear area.

Not good for Music lovers and work from meeting, because main drawback it's not comfortable.

Note: Sound quality is good. Mic also working fine till now.",3.0 out of 5 stars
Head phone size is not comfortable for all type of users over all good product.,4.0 out of 5 stars
very nice product.,5.0 out of 5 stars
"Good
But gives pain if you wear long hours",4.0 out of 5 stars
They should work on their audio jack as it is loose which creates disturbance in audio otherwise its outer body is superb and quality is also good at reasonable price,3.0 out of 5 stars
