review,rating
"Nice pair of headphones. Though my ears hurt after using them for too long... Might be a personal problem that many might not face. Sound quality is nice. Noise cancellation can be improved. Wire is strong and durable, have been using for the past few months and working absolutely well!",4.0 out of 5 stars
In this prize range this headphones are so nice. No other headphone are comparable. But if we compare with earphones so you can really buy a great quality earphones in this prize range which give you a lot better sound quality. For gamers in my personal opinion it's so nice and comfortable you can use it for play any game there is no sound delay or low sound problem during games but when you play songs so sound is little bit low. But also watch price ! At the end this item is so nice in this prize range.,3.0 out of 5 stars
"Sound quality is decent, bass is quite good but there is no noise cancellations.
Look is good and very comfortable.",4.0 out of 5 stars
"I felt like it is good for the price, bought it under 600/-. The issues faced was mic quality is poor and Pain in the ears which was a trouble wearing it even for a couple of minutes.
Note * : These may vary within people.",4.0 out of 5 stars
Ek number headphones par 1 year bad is ka pad nikal jata he fir koe use nahi he is ka,4.0 out of 5 stars
It makes pain in ears after uses of 1-2 hours,4.0 out of 5 stars
It is good for a budget option but it has really small ear cushions and using for long time may give you ear pain I would suggest you to have another boat headphones if you can afford them you can go for this if you are stucked on your budget,4.0 out of 5 stars
"Firstly it has a relatively small cup size which sits over the ear. Hence you'll have bare with other sounds nearby.
Secondly, although it sounds really nice and has deep bass beats, the headphone doesn't sit properly on your head since it has long arms thereby reducing grip.

Overall it is a good deal and you can always count on boAT (be it any product for that instance).",5.0 out of 5 stars
"One bad thing is it's hurn on head, as all the caution is provided on the top instead of in the bottom , which touch head .

Another bad is not tight enough on head to do some jumping excercises.

Good part is, it's cheap and good for listening music and attending meetings .",4.0 out of 5 stars
"I've been using this headphone for over a month. Must say, it has not just met.. it has exceeded my expectations. The sound quality is excellent. I keep the volume to minimum and can still hear the audio clearly. The mic is also working fine, no issues and people at the other end can hear me clearly. Noise cancellation is not perfect, but I'm not complaining as I was not looking out for this feature. Works well on all devices. The overall built, cable thickness and mettalic jack gives a feel that this one will last for many years!!
Even if it gets damaged or I lose them, I will go for a repurchase 😁😁",5.0 out of 5 stars
"I sent my complaint on the website and within 7-8 days my product was replaced and also it was a home pickup and delivery both.
Fabulous Service by boAt",4.0 out of 5 stars
Product is ok for price ragne 600-700 Rs.. Voice is not audible unles you sepaek near to Mic..you need to keep hold like normal headphones,3.0 out of 5 stars
Suparb,5.0 out of 5 stars
"Don't think twice. You can't get a better one at this price.
Listen to ""Eminem- Killshot"" to feel the quality of the headphone. Dope sound and bass quality.",4.0 out of 5 stars
good,3.0 out of 5 stars
"I love yo invite my frnds to purchase
Thank you",4.0 out of 5 stars
"Honestly, this is the first product of boat which I am not much of a fan. I used to love every product of boat until I used it. It's not like the usual boat products which give you extraordinary sound quality in the low budget price. It has cheap rate and accordingly cheap sound quality. But as usual, Boat has done an amazing work to maintain its premium build. Looks like a premium headphones. Also the bass is as usual a notable plus point of these headphones. Also unlike others said in the reviews, I don't feel any ears pain even after using them continuously for 5 hours. These are very lightweight so you don't feel any uneasiness while wearing them.
Overall it can be said if you are looking for headphones with average sound quality and great build in a low budget cost then this is perfect for you.",4.0 out of 5 stars
"Product was too good .... Boat & team awesome work... 👏👏

Just 2 thing which need to work on 1. While using the high volume to voice bahar bhi sunai deta hai.

2. plz work air removal facility.. !! Otherwise its its really awesome... trust.",4.0 out of 5 stars
"Okay for using it occasionally, as using it daily can hurt your ears. It is very basic, the built quality is good, ear cushions are comfortable, the headband is stretchable, and the 3.5 mm jack is really sturdy. Once folded, can be carried easily without any hassle.",4.0 out of 5 stars
"Fully 5 star product.using it since last 6 months and giving my honest review.
Sound quality is awesome
Noise cancellation is very good..while putting the headphone on and listening to music someone ,u can't hear someone shouting next to u.
Bass is very good.
Easy to carry as it is foldable .
But I am little afraid while handling it because sometimes I think the joints are little weak.
Got it for 559 and I must say it's steal deal in this price",5.0 out of 5 stars
"the headphone is pretty good with good quality sound, noise cancellation and also bass is good.

Just small issue is that it is very tight to the ear as it is brand new. Cannot use headphone for long amount of time in one go.
Need to keep it strectched so that it becomes a bit loose",4.0 out of 5 stars
"For the price it's a good deal, it's a good headphone for the price DO NOT compare it with Sony or JBL or other bigger brands, if you are then make sure you do compare the prices first then judge over it. The headphones are light weight and are very portable, wire is springy so it won't tangle wire is long enough. It has a mic too. Overall a great headphones for the price, if you are on budget have no doubt go for it.",4.0 out of 5 stars
Mic is not good and the headband doesn't fit snugly after prolonged use.,4.0 out of 5 stars
Excellent product and quality is too good,5.0 out of 5 stars
"I bought this product a month ago, it's working fine",4.0 out of 5 stars
"Head phone is excellent for virtual conferences connect using laptop. Headphone cord good quality and connector covered with steel spring, it will protect cable from sharp edges",4.0 out of 5 stars
"the sound quality is good but it starts to hurt my ears for wearing over a long period of time
and mic is not good for gaming
people said my voice wasn't very clear and it breaks off in the middle
but other than these it was a pretty decent product for the price
i wouldn't suggest it to someone who attends online classes or work from home due to long hours of wearing headphones will def hurt your ears",3.0 out of 5 stars
"Good headset, but product quality was low or old stock. Within 1 year, the coating on the sponge of the headphone has started removing automatically.",1.0 out of 5 stars
"Good for normal use.
Comfort was the problem when i bought but u get used to it.
Sound quality, build and design is great",4.0 out of 5 stars
"Just bought it, currently working very fine.
No issue's",4.0 out of 5 stars
Good,5.0 out of 5 stars
Really awesome👏👏😊 am addicted to boat brand products.....,5.0 out of 5 stars
This one is good product,4.0 out of 5 stars
"I got it just today,now after using it for the first time i can say that it has good sound quality,good bass but sound does leak a bit and mic quality is quite good(no noise cancellation)
Overall I would say at this price point this product is very good,after using it for 1year I'll give the review again.",4.0 out of 5 stars
"AUDIO QUALITY IS GOOD, BUT COULD HAVE BEEN LIGHTER WILL BE MUCH BETTER. Mic is clear and quiet, good for music and online classes, BUT IT WOULD BETTER IF OVER THE EARS!",4.0 out of 5 stars
Good,4.0 out of 5 stars
Sound quality is good.,3.0 out of 5 stars
"Sound quality is superb with 40mm nano supreme drivers looking you are sitting in theater feeling like that , overall good experience but I booked 2 days earlier I bought this at 749 rupees and after two days price slashed to 649 rupees but I am satisfied 😌 overall it's quite good in 749 rupees also , and I am not going to return this product 😀 if seller reading this review then give me cash back of 100 rupees...Lol 😀😃 worth to buy this product .",5.0 out of 5 stars
Quality of video voice reduces and ears start painting within 10 minutes,1.0 out of 5 stars
Its sound quality is not that bad you can use it for gaming purpose and its works as noise cancelling also.. ❤at low budgets use this vro it is op....!,4.0 out of 5 stars
"This Boat Ear phone of mine stopped working in the Mid of April 2020. It did'nt strike me then to check for the warranty period due to this Covid-19 lock down. Now that I am checking the old orders, I find that its just one year since I brought this product and the warranty too is 1 year. It lasted exactly for 1 year not more not less. So the immediate question that comes to my mind is ""Is this the quality of a reputed company ""Boat"" ? I have just missed the boat by few days and that too due to this Covid-19 lockdown. Will this qualify for replacement? Please let me know.",4.0 out of 5 stars
"It's worth buying it..
While reading the review I got worried that will it fit properly or not..
But when I opened it I was satisfied using it..
It fitted properly to me and even my family members use it some times and they didn't have any issue while wearing it for a long time..
Thanks for this Amazon and boat.",5.0 out of 5 stars
Not worth cost,3.0 out of 5 stars
"Every one said in reviews that they got a defective or a 2nd hand headphone .but I received this hedphone on sunday 2 august
So,I dont know what kind of product i received but for now the headphone is working perfect and the box came with seal
So check urs
Buy from an good seller
Check weather the audio output of the headphone is perfect
I would like to give 4 stars of 5
Bass is nice
Noise cancellation is ok not so special
The mic quality is not so good
Build quality 4 of 5
This product is worthy for 799₹

———-THANKYOU———",4.0 out of 5 stars
Good,3.0 out of 5 stars
Thanks Amazon I'm happy in this product.,4.0 out of 5 stars
"Good Bass and Treble, since the headphone fits tightly the noise cancellation is decent.The product is durable as I am writing this review after 4 months of rigorous use and it still works fine. To sum up it is a good deal.",5.0 out of 5 stars
Not fitting in head but over all nice 👌 sound quality is boom,5.0 out of 5 stars
"this product is good for its price, but by no means is it anything extraordinary. I would recommend this for students on a budget. but if your looking for a proper headset be it for gaming or work of any kind, please do look for another.",3.0 out of 5 stars
"I am amazed by the quality of sound and of the whole product. A very sturdy and durable wire which will be long lasting. For those who are confused whether to buy a wired/wireless, I would advise you to spend 200-300 more and go for the Wireless headsets from the same company.",5.0 out of 5 stars
"Students they use earphone more than 5 hour in one day definate use this headphone its save your ear life
Key points
1.Base quality good
2.Light weight
3.No charging issue its make it light weight
4.No ear pain i use it 5 hour a day
5.Easily focus on your studies
6.Surrounding sound are Blocked by covered headphones
7.Fome are good quality
8.Long length of wire with spring band protection
9.Also have mic for calling purpose.....
10.Worth the price i buy it 599 you can buy it till 749 it worth.",5.0 out of 5 stars
The product is good at the offered price. Cannot expect much for that price. I was amazed to find the product is compatible with the iPhone. Just sharing the Mic does work too. I would recommend the seller to add this feature to the ad. Thanx.,5.0 out of 5 stars
Good quality and wire quality is also quite impressive.,5.0 out of 5 stars
Sound quality is very good bass also deep. But mic is not good it's get trrrrrrr background sounds when u talking and Have to get closer. I suggest it's very good for pubg also but mic is not good so go other headphone if u want to mic.,4.0 out of 5 stars
"Its worth buying at this cost. However Bass isnt what I expected, however looking at the price, this is cool. Playback is noce, audio recording or during meeetings is nice.

Hence worth buying at this price.",3.0 out of 5 stars
Very good ...,4.0 out of 5 stars
 my headphone corners of wires are disconnected in 1 month and I don't know about warranty and how can I use the warranty,4.0 out of 5 stars
"Sound Quality, Easy to use, if you work for reduce the length of wire then it's really good, and help full for cost saver",4.0 out of 5 stars
"Bass is good, been using since 2 ,3 months. Works properly, good sound quality , good for gaming , but I'll suggest you to add 300 or 400 more to buy a Bluetooth headphones from boat (boat rockerz 450) cuz those are better than these. The aux wire is also provided in the box with them so I think bluetooth headphones is a better option than this you'll get them for just 1k or less maybe in sale.",5.0 out of 5 stars
"After connecting first time, it suddenly stopped working there after.",1.0 out of 5 stars
"After connecting first time, it suddenly stopped working there after.",4.0 out of 5 stars
"Good for laptop, but for phone mike is not working.",4.0 out of 5 stars
Wearing for more than 10 min gives me a headache. I am not in using it anymore.,1.0 out of 5 stars
"The product is very good..very clear sound..not just music but the words or lines too. It has a great bass. It almost 90% cancels outside sound. Very happy with the product. Comfortable on the ears. But yeah after an hour or two you will have to remove it for a while n thn you can again continue. Just, bcoz putting it for too long builds pressure on ears for that time but does nothing for long term.
Overall the best product i found in this price range👍",5.0 out of 5 stars
Nice,4.0 out of 5 stars
"Everything is good but too tight on ear.
Ear’s start paining after wearing it for some time.",4.0 out of 5 stars
"good headphones..
i bought it for 649
wire a long .. spring protection also available at the end of the 3.5mm jack..
mic is there for calling ..
not for gaming ..",4.0 out of 5 stars
"good headphones..
i bought it for 649
wire a long .. spring protection also available at the end of the 3.5mm jack..
mic is there for calling ..
not for gaming ..",4.0 out of 5 stars
"• Sound quality - fine
• bass quality - fine
• noise cancellation - okay
• microphone - pretty okay
Overall this product is worth buying and satisfying for this price.
I am using these headphones for couple weeks now and I've had good experience overall.",4.0 out of 5 stars
The headphone is superb in this budget. The sound quality is normal as we can use in daily life and the length of cable is also very long that is good and 3.5 mm jack has a sprin that make it safe from breaking the cable. I have only one problem that sometime the button is not work properly otherwise this product is best. Thank you.,5.0 out of 5 stars
"Beautiful headphone from Boat. Its light weight and you can use it for hours on your head. Although your ears will start paining after a while which happens with almost all the headphones.
Sound is loud and clear. Listening to music files will be a soothing experience. Although it could have even better sound quality but at this price, I don't mind what it delivers. Mic works very well too. I bought it for making calls for my business over Skype. I am using Skype on my phone to make calls and it works pretty good for me. Thanks to boat.",4.0 out of 5 stars
good,5.0 out of 5 stars
"It has a good sound quality for its price of Rs 800. This was my first ""headphone"" so it did taught me a few things. So lets talk about them, the only deal breaker for me was its comfort as it is an on ear headphone it does feel a lot uncomfortable even if you wear it for just 1 hour. It have realise after using these headphones that i hate on-ear headphone and *comfort is far more important aspect to consider than the sound quality* (at least for me).If you are planning to use your headphone for long hours then I don't recommend this headphone to you. If you want a comfortable headphone there are very few options at this price range, you could go for a gaming headphone as they are very comfortable due to their over the ear design if you can't extend your budget.
(I bought them in November 2018 and I did replaced them once after a year and half due to some audio issue)
Comfort - 2/5
Sound quality - 3.5/5
i guess this review might have help you
Thank you😊",3.0 out of 5 stars
Good,4.0 out of 5 stars
I have received the duplicate copy of boat. itis not original.,1.0 out of 5 stars
Nice Headphone. Deep bass and light weight. If you use more the two hours then there will some pain near ear area. Good for online education purpose.,4.0 out of 5 stars
"Speaker quality is very good for listening songs, good amount of bass, good passive noise cancellation, giving 4 starts just because it’s become uncomfortable to use after 1-2 hrs of usage. Don’t use this for office calls usages.",4.0 out of 5 stars
Its a very good product of boat. I have been using it for 1 and a year and it worked nicely till date. Good sound quality with extra bass and the material is of very good quality.,5.0 out of 5 stars
"Amazing product with perfect Bass for every genre of music! Only thing is this product drains ample amount of Charge from ur phone. If u have a great battery life, it won't be an issue!
Regards!",4.0 out of 5 stars
This is so good.,5.0 out of 5 stars
I'm telling you bye this.,4.0 out of 5 stars
Just like any headphone out in the market. (Not an on ear one but the in ear head phones.) Real me buds felt better. Obvious discomfort and ear pain if one were to use it for more than half an our.,5.0 out of 5 stars
"Best head in such low price with great sound , bass and noise cancellation. Also quality is good and very comfortable. But it wire quality is not that good.",3.0 out of 5 stars
Is price pr Sahi product h eski quality sound bass thik thak h,3.0 out of 5 stars
"My honest review:
The product is really good .. it hasreally good base.but the headphone is too tight... Otis very uncomfortable to wear it for long hours... I bought this for my online classes but can't ware it for 30 mins.. it becomes very pain full...
That's why I decided to return it back.",4.0 out of 5 stars
Best headphones in chip price,4.0 out of 5 stars
Good sound quality headphone in such price range. Also built quality is descent.,4.0 out of 5 stars
"After using 2 month
#bass 100%
#sound quality 100%
#design built 💪 100%
In last perfect in all sides",4.0 out of 5 stars
 This product is very good as expected so there is no no complaint about this and if there is any problem then I will update this item otherwise it is very nice if you want to go for a headphone then surely go for it without any problem you can all you can also buy white colour but it will get dirty due to oil in your hair so the carbon black colour is more study also it has a metal extender which you can use it for extending it and there is no problem in wearing it is very stretchable and light and we can also and we can also extend it as per our head so no problem I will be updated soon and it has metal finishing in the ear cups and the ear cups are 360 degree rotating thank you....... it is a good product at 799 rupees however you can get this also cheaper than this rate.....,5.0 out of 5 stars
Good sound quality.,5.0 out of 5 stars
"Sound is good but when used with phone; on the other end person experiences so much noise while i walk this headphone plugged in.
When used it on Video calls on laptop, the sometimes volume goes down when touched the audio jack.

Over all good to listen music/ movies, not recommended for mic.

better to go with the other product bluetooth & wired headset (dual).",3.0 out of 5 stars
Bass quality is very good 👌👌👍👍👍👍,4.0 out of 5 stars
perfect headphones as per the budget even the high price headphones are not compatible to this one,4.0 out of 5 stars
this review after 3 month .the headphones build quality is average but sound is good .also gaming is good.but if you increase max volume the sound can ear other people.over all it nice .but if you have money and your not a gamer you should go for rockerzz 450,5.0 out of 5 stars
"It's a good product at this range.
Noise cancellation is not so good.",4.0 out of 5 stars
Iam buying it again and recommed any of my friend the same . Very affordable and good product at this price,5.0 out of 5 stars
"Blindly go for it, the quality of sound is Amazing. Performing equally with 10k headphones.",5.0 out of 5 stars
"It is a very good product. It has good sound quality. It gives a decent gaming experience.
But it causes pain on the ear lobes if used continuously for hours because of the pressure caused by the steel used in it.
Overall it is worth buying if the disadvantage is neglected.",4.0 out of 5 stars
The product is good and the sound quality and the bass just awesome But headphones are quite tight its a good thing because if its not tight its will fall off and noise canceling will not work well . But after sometimes its started pain in my ears but I think it will lose after some. Overall its worth it for its price. (I got it in 70% off price so for me its totally worth it),4.0 out of 5 stars
I am writing this review after using it for a week or two. The sound quality is really good. The noise cancellation works well but the build is not that good. Means your ears will have to get used to it.,4.0 out of 5 stars
"I am writing this review after using one year. nice sound quality , Product quality is too good . Problem I faced is only after few months it got a bit loose for my head.",4.0 out of 5 stars
It’s a normal head set with minimum configuration. Ear pain is there if you keep it for more than 15-20 min,3.0 out of 5 stars
"Audio capture capacity of mic is very poor. Poor mic
Not useful for calling",4.0 out of 5 stars
"After hunting around for quite a while for comfortable headphones at an affordable price, I decided to buy this model after reading positive reviews from other users.
I am very satisfied with the sound quality and comfort. The headphones are very light and not too tight on the ears. Sound cancellation is good, yet you can be aware of your surroundings which in my opinion is a good thing. Bass is superb. Overall sound quality is excellent - I am an avid fan of instrumental music.",5.0 out of 5 stars
"When compared to moto pulse2 of same cost, sound effects are less only , so it's a average headphones at the better price",3.0 out of 5 stars
"Loved the sound quality. Though the bass and the noise cancellation could be better, but overall a not-so-disappointing product.",3.0 out of 5 stars
I was initially reluctant about the product quality given the price range but I have been using this headphones for almost a year now and it works great. I use this headphones daily for youtube or music listening and it works great on both my laptop and phone. Very durable so far.,5.0 out of 5 stars
Sound quality is awesome but product quality is not good. Cushion have got compressed and torn after 6 months of use.,3.0 out of 5 stars
"Noise is perfect and best sound.
High quality sound and good looking products.",4.0 out of 5 stars
"Noise is perfect and best sound.
High quality sound and good looking products.",3.0 out of 5 stars
"Sound quality and bass quality are really good but noise cancellation is bad ,unless we are hearing at high sound. It's uncomfortable to wear for long time ,it causes pain in just 1hr",4.0 out of 5 stars
Must buy,5.0 out of 5 stars
Very good headphone At this price range. Heavy bass. Good sound quality for music lovers.,4.0 out of 5 stars
I have ordered this for attending my office calls. Noise cancellation is not that good but build quality and sound quality is really good for this price,4.0 out of 5 stars
I have ordered this for attending my office calls. Noise cancellation is not that good but build quality and sound quality is really good for this price,4.0 out of 5 stars
Only one issue the cushion could have been slightly bigger to cover the entire ear coz using the headphones for longer duration (WFH scenario) induces pain in the ear.,5.0 out of 5 stars
Bahut hi mast hai,4.0 out of 5 stars
Best product,4.0 out of 5 stars
"You can buy it.
Super sound clarity.
Perfect for teams calls with crystal clear mic voice.
Perfect length of wire.
Only negative- my ear started paining after use of 30-45 mins.",4.0 out of 5 stars
The product is really nice for such a low cost. I am using it for 3 months now but still working perfectly.,4.0 out of 5 stars
"Mic is not working with my redmi note 7 pro. I had ordered same product 1 year back and there was no issue with mic. Thus I preferred ordering same product. But this time, its a dissapointment. Mic is working with all laptop but not with phone.",1.0 out of 5 stars
"The Headphones are fantastic . But it has ear pain so buy higher price Headphones Plus boAt is a good company . I would recommend it . but for rgb headphones you can buy this headphone , boAt immortal RGB headphones",5.0 out of 5 stars
"Yes, this is my second by of BassHead 900.
So, my last headphone broke near ear piece. I had made decision not to use anymore boat products when it broke, but I searched headphones with range of 700 to 1k, and I don't think any one is better than Boat😅.
And I buy it again😉
Love the product...#IAmAboAthead",5.0 out of 5 stars
"Sound quality is very good.
Bass is good.You can buy it without yhinkiy much.The length of wire is good.Its very comfortable to wear.Head part is very soft.built quality.The sound is just awesome.",4.0 out of 5 stars
"Hello guys ,I am reviewing this product after one year of use... According to me it is superb in this range and I have one request don't play songs on which you have stored in memory card of 320kbps or 128kbps u will feel very bad u won't get the effect of music and try to use gaana,Amazon prime ,
saavan.Spotifyy etc starting I also felt very sad but after listening to gaana den I understood...u can feel it ...and one thing I am using moto g4 plus mobile old one for this no problem and if ur mobile supports Dolby Atmos den u will feel the real bliss no doubt in that I have tested that with my cousin which supports Dolby Atmos which is awesome and I purchased this one on 22 aug 2019 till now no problem best in this budget for everyone this is my opinion maybe helpful for someone tq u",5.0 out of 5 stars
"No doubt it's good product. One of the best headsets for listening songs , calls.",4.0 out of 5 stars
Good quality. Sound is good,4.0 out of 5 stars
It was a awesome product,4.0 out of 5 stars
"its been 3 weeks since iam using it, its good and worth the money.i bought at ₹799.
bass is good,authentic package,good ambience,good delivery,as like others its painful for ears when you wear it long like 2 hours. but its good...",4.0 out of 5 stars
"Super and balanced bass . No distortion even at high volume . Vocals are clear and crisp no issues with that . Tribbles are ok . So over all it's a worth buying . Only issues I discovered about its prasticy feel and cracky sounds but it's for budget . Cables are good , long and durable . The jack is different and has a spring for bend prevention . The cushions are so soft and comfortable . You can easily be able to listen music more than an hour .",4.0 out of 5 stars
Sound quality is good,3.0 out of 5 stars
I like this product.If you consider for mobile and mobile I am highly recommending you to buy this. But you are going for Pc it has minimum sound quality.,4.0 out of 5 stars
Good product,4.0 out of 5 stars
"Good product, nice sound and bass. lite in weight. Noise cancellation is average but when the music volume is max than you can barely hear something from outside. The hardware quality of this product is okay (not awesome). But in this price this quality is good.",4.0 out of 5 stars
Nyc quality and best price product,5.0 out of 5 stars
Awesome product.. Clarity of audio is immense. Paidawassool product. Go for it.,5.0 out of 5 stars
"If you're the kind of person who gets headaches from wearing earphones but needs music to work or focus, you might buy this because it's only 150 grams. After like 6 months of use the headphones still exert an insane amount of pressure onto your ears, and the weight barely goes to the top of your head. I've tried everything and every size but it always makes my head pain.

Plus, even when it's tight it will probably fall off when you're doing pushups or something. The button is pretty flimsy. Not recommended.",2.0 out of 5 stars
"Doesn't feel tight. As for sound quality Noise leaks, does pretty decent job but I'd rather go for Boat rockers 400/450. They cost just Inr 200 more than this and does the job better twice. With just INR 200 it gives bluetooth, removable aux(that way if the wire is damaged it can be replaced), feels tight(in a good way).
The basshead feels little cheaper in packaging term too, the box of boat rockers 400 feels and looks pretty decent. Whereas basshead comes in very simple cheap style packacking.",3.0 out of 5 stars
This product is a outstanding,5.0 out of 5 stars
Well overall product is nice but if you want to use it for whole day then I recommend to sweitch to another coz it's pressing ears tightly,4.0 out of 5 stars
I like the product,5.0 out of 5 stars
Soubd quality is pretty good but fitting is bad,4.0 out of 5 stars
Amazing product and completely worth the money. It's been one year since I buy this and still it is working amazingly and sound quality is good according to the price. Happy purchase,4.0 out of 5 stars
"Why To Buy
1 Low Budget Under 600/-
2 Bass Are Really Good
3 Overall Sounds Quality Is Fine
4 Modern Design
5 Good Gaming Experience with stereo sound effects
But But But Ye Thoda Havvy Feel Hota H Sath M Jada Der Tak Me Use nhi karpata Pain Feel hojata Me Frist Time Use!
Note- if you have habit of usein headphone you should try
Thoda sa uncomfortable h vai Ye Me jhut nhi bolskta
Cons- Modern Design that may not durable longer!!",5.0 out of 5 stars
"Don't like this product used only six months,not working more than six months.",3.0 out of 5 stars
Best headphone in this price,4.0 out of 5 stars
"Compact, foldable, good finish and of course sound quality",5.0 out of 5 stars
Good,4.0 out of 5 stars
It's good if u are buying due to your budget ... it's like kaam chalau product ... means to show that u have a premium company's headphones... it came with some few very little scratches... but not a problem ... it's not visible that much ... I say you to look more varieties ... if it's getting fit to your budget then go for it ... it's not tht much worse ... but it's good 👍🏿👍🏿,4.0 out of 5 stars
Never thought this product would be that great. Super bass. Good sound quality. Little tight on ear but you can lose it up. Best deal for the price.,4.0 out of 5 stars
It's an excellent product you can buy it I have been using since 1 year and have not encountered a single issue.,5.0 out of 5 stars
"It mentioned as basshead, super extra bass. But nothing upto the mark. It is waist of money",1.0 out of 5 stars
Good one in this price range,4.0 out of 5 stars
Good for the price. Build is quiet good but sound is okayish For the price no conplains though,4.0 out of 5 stars
"I bought it 1 month ago.
This is my first review
I got it for 599
If u want a good wired 🎧 under 999 go for it
Because it has the quality and built structure than Boult one in 1st week I had pain on my ears after
It became easy
But I loved the sound quality
And bass(it has bass expect for 599)
And it is the best one I had bought
.......
☮️",5.0 out of 5 stars
"I bought it 1 month ago.
This is my first review
I got it for 599
If u want a good wired 🎧 under 999 go for it
Because it has the quality and built structure than Boult one in 1st week I had pain on my ears after
It became easy
But I loved the sound quality
And bass(it has bass expect for 599)
And it is the best one I had bought
.......
☮️",5.0 out of 5 stars
It's a good product in this range of price with good quality of sound and bass. One thing is that you'll feel little pain in your ears and head after using it for more hours or continuously.,4.0 out of 5 stars
"So I purchased it yesterday the delivery was fast I love it since it's compact and can be carried easily without wire tangling

Quality of the product is good it's comfortable on the ear n sounds obviously we need to adjust it over a phone so many comments of this product saying ear pain but it's not I can vouch for that just keep the volume mid to listen to anything you need whereas this product is just apt it's also light in weight",5.0 out of 5 stars
"It's has the Best sound Quality, Though not enough noise cancellation, but the bass is awesome",5.0 out of 5 stars
Like,5.0 out of 5 stars
better than normal earphones since it has big sound due to large drivers. i bought it to listen music on high volume. so if you are music lover and want to experience the magic of Surround Sound Systems then go for it without any hesitation. Using it first time is giving a little earpain.. not much but i am ok with it. More head movement gives more pain. i will get used to with it after some time. I am happy with my purchase since i got it for 674. Use it carefully since the area where earcups are attached looks delicate.,5.0 out of 5 stars
Good product,5.0 out of 5 stars
"After using just 1 hrs
I got pain in my ears
This headphone is really uncomfartable",4.0 out of 5 stars
Awesome for the price,4.0 out of 5 stars
"वैसे कुल मिलाकर प्रोडक्ट ठीक है, प्राइस के हिसाब से ठीक है,",4.0 out of 5 stars
product not good as thing its best bcoz boat product but worst ever product from boat which i found till now,1.0 out of 5 stars
Very decent product for the price,4.0 out of 5 stars
"Product is good, but packing condition was very poor, anyone can takeout and replace another,
For few things Amazon loosing customers.
Should be improve basic things like packing, .🤗",4.0 out of 5 stars
"Paisa Wasul To Nahi Bolege..
Par Acha Product Hai..😊",3.0 out of 5 stars
This product Sound quality and bass quality is okay but noise cancellation is very poor the basshead also little shaky but okay for this price,4.0 out of 5 stars
It does it’s job as a headphone but the device is so uncomfortable. Gives me a headache every single time and I can’t wear it for more than 10-15 mins at a time . Currently nursing a massive headache that started within ten mins of using this headset that has not gone even with a Saridon.,3.0 out of 5 stars
"Nice sound quality and range. Quite comfortable, affordable on price. Could be more comfortable if size of ear sets can be increased in diameter. If you keep it on for long duration it starts to uncomfort you ear muscles. Overall pretty good.",4.0 out of 5 stars
Quality & sound as per my expectation.,5.0 out of 5 stars
Nice one to buy but if you wear spec's .. it will press on both sides,5.0 out of 5 stars
Osm sound quality and product quantity is also good. #Loveit❤️,4.0 out of 5 stars
"Its an asome on ear wired headphone from boat the 5th most warable brand of 2020,
The sound quality is too good as compared its a small one in size, likely to use in travel, soft desin, metal and plastic mixed buit, all through an amazing one,the 3.5mm jack is more lasting one, Super quality

⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️⬇️
The prize increase and decrease
1399/799/674/742/......

So check and buy i buyed at 674...

Good product, liked it",4.0 out of 5 stars
"Osum design, quality, length, elegance, sound quality, mic quality, mic length to mouth is perfect, the feel of bass is perfect",5.0 out of 5 stars
"Gave it a 4 star cause, It's buds are small and hurts a little bit due to hardness. But still it's a good one 😌👍",4.0 out of 5 stars
I liked this product much.. The sound quality is very good and the bass is perfect💯 but noise cancelling is not that much useful as it is not cancelling the noise coming from outside. Although the product is fine.,4.0 out of 5 stars
"I am ok with its performance as a headset.. But when you use it to watch a movie which is more than one hour,you can experience pain on your ears which is seems like a great disadvantage of this headsets. Not that much comfortable for your ears.. But sound, bass others are ok.",3.0 out of 5 stars
Boat 900 baseheads is good product but sometimes game volume is not proper.,3.0 out of 5 stars
"The clarity of the headphone is not good, as a result bass is also average.I tried other headphones setting on the phone, but none help to improve the clarity or quality of the sound. Music lovers will sure be disappointed.I have used boat 225 which was far better in every respect, it had a cristal clear sound. Now I regret
purchasing the new one.",3.0 out of 5 stars
good vlue for money,4.0 out of 5 stars
"Superb Headphone in this price range, good bass and sound quality, not so tight as others said in review, best headphones in this price.",4.0 out of 5 stars
"Iam writing this review after 4 months of use.i ordered it on january great indian sale at 650/-.So it was a great deal.
When coming to headset its just awsome for bass anf sound.The problem is with mic its just emits echo to receiver out there.But it ise not much problem for me bucause it is very little as it doesn't have a noise cancellation mic.
As it is an ON-EAR headphone it will pain of u keep it for 3-4 hrs.But it is only initial for 1month.
And it is a great headphone when comes to PUBG i assure that if u r looking for a budget buy for all purposes headphones then it suits best for u as it did for mine.
From four months i don't see a single con except for that mic echo but it will also come when u r near wind.
Overall it was a great buy for me and if u r a middle class teen like me then u can buy this with no doubt..
I think u found this helpful..😀😊",5.0 out of 5 stars
